workload,variant,commit,batch,run,write_ns,read_ns,sync_ns,dirty_sync_ns,clean_sync_ns,unmount_ns
sync-cycle,baseline,e5f6e295a,0,4,,,,7907,211,5371
sync-cycle,baseline,e5f6e295a,0,5,,,,8627,227,5830
sync-cycle,baseline,e5f6e295a,0,6,,,,9899,255,6856
sync-cycle,baseline,e5f6e295a,0,7,,,,8722,239,5929
sync-cycle,baseline,e5f6e295a,0,8,,,,8217,199,5315
sync-cycle,baseline,e5f6e295a,0,9,,,,8368,239,5432
sync-cycle,baseline,e5f6e295a,0,10,,,,8893,241,5688
sync-cycle,baseline,e5f6e295a,0,11,,,,8444,257,5314
sync-cycle,baseline,e5f6e295a,0,12,,,,8284,246,5336
sync-cycle,baseline,e5f6e295a,0,13,,,,11430,271,5546
sync-cycle,baseline,e5f6e295a,0,14,,,,8392,264,5981
sync-cycle,baseline,e5f6e295a,0,15,,,,8509,257,5527
sync-cycle,baseline,e5f6e295a,0,16,,,,8509,303,6098
