index,input0_f32_bits,input1_f32_bits,input2_f32_bits,input3_f32_bits,expected_output_f32_bits,expected_actuator_permille,rknn_output_f32_bits,rknn_actuator_permille,wall_ns,device_us
6266,3e98793e,bdfb4396,c10d9db2,3f27ae14,3f800000,1000,3f800000,1000,408329,398
6267,3fcea401,3ea64dd3,c112faad,3f5f3b64,3f800000,1000,3f800000,1000,461412,450
6268,bf2feef6,3ee7b98c,c0da3f14,3e83126f,3f800000,1000,3f800000,1000,304788,296
6269,3f2de54b,3f5ea993,4100e7d5,3f391687,3e9daeae,308,3e9d6000,307,284956,277
6270,3ee1a8ac,3e0e7382,40ba56d6,3e010625,00000000,0,00000000,0,249373,243
6271,3e1ea897,3efb5c29,c0d4b50b,3f64dd2f,3f800000,1000,3f800000,1000,279414,273
6272,bf31b329,bef5374c,408f73eb,3f7c6a7f,00000000,0,00000000,0,279414,272
6273,c00f9e06,beeb1de7,40c3b2ff,3e89374c,00000000,0,00000000,0,278831,271
6274,be2da123,3f5ae2eb,3f125aee,3ec5a1cb,3f23f3a6,640,3f23e000,640,280581,273
6275,bfdd5cfb,be5ddcc6,c0edaace,3f68f5c3,3f154b28,583,3f156000,583,289039,282
6276,bfd94e3c,bf234bc7,40a0809d,3e53f7cf,00000000,0,00000000,0,279706,273
6277,3fcbc750,3f3c44d0,403d1687,3e2d0e56,3f800000,1000,3f800000,1000,278539,272
6278,3da75254,3eb59ce0,bf8a8588,3f54fdf4,3f3933d6,723,3f394000,724,286122,280
6279,bf5fe719,bf039168,40930553,3f67ef9e,00000000,0,00000000,0,277081,270
6280,c02096bc,be4f27bb,40b1d7dc,3d48b439,00000000,0,00000000,0,280872,274
6281,bfbf91e6,3e425aee,c0df14e4,3f381062,3f44ec86,769,3f450000,770,276789,270
6282,3f1df506,3f9997f6,c0d691d1,3eb8d4fe,3f800000,1000,3f800000,1000,277664,271
6283,3fd60179,3f8e58e2,c08a9ba6,3edfbe77,3f800000,1000,3f800000,1000,284955,278
6284,c00a6f3f,bf01126f,40e9ad43,3e94fdf4,00000000,0,00000000,0,277664,271
6285,400753a4,3f8e9c78,bf8edfa4,3ec3126f,3f800000,1000,3f800000,1000,281164,274
6286,bf60639d,bf0562b7,3f7703b0,3e49ba5e,00000000,0,00000000,0,301581,293
6287,bf81f362,bdaa71de,40b2d773,3f558106,00000000,0,00000000,0,301872,293
6288,40443958,3fb675f7,406648e9,3f35c28f,3f800000,1000,3f800000,1000,303914,295
6289,bf43eea2,3f85dcc6,bfd7ef9e,3f5b22d1,3f77c1be,968,3f77c000,968,302164,294
6290,c049aa50,bf120903,c0a26f69,3f3645a2,00000000,0,00000000,0,302748,295
6291,3eb2df50,be5aacda,3ff809d5,3f61cac1,3e5ab082,214,3e5a8000,213,302164,294
6292,3e27daa5,bf0e48e9,c0b9c5d6,3f4353f8,3f800000,1000,3f800000,1000,303622,295
6293,c005c337,bf161d7e,401676c9,3e8fdf3b,00000000,0,00000000,0,303914,295
6294,bf939d5e,3dbe6320,be39096c,3ef9db23,00000000,0,00000000,0,303038,294
6295,3e839820,3e2182aa,c0eac7e3,3e88b439,3f800000,1000,3f800000,1000,255206,247
6296,bf4ebaf1,3ec185f0,404f1f8a,3e8a3d71,00000000,0,00000000,0,160707,152
6297,3f097247,3f6220c5,3eb69446,3e991687,3f800000,1000,3f800000,1000,160123,151
6298,3f4d6cb5,3f66c986,41045bc0,3f06a7f0,3ee04ecb,438,3edfa000,437,167707,159
6299,3e339192,3f81013b,c0a2fdf4,3ecd4fdf,3f800000,1000,3f800000,1000,162457,154
6300,bf45d24a,3f856c22,410178d5,3e116873,00000000,0,00000000,0,231289,222
6301,401a1b09,3fce7cee,3fe05bc0,3f3c6a7f,3f800000,1000,3f800000,1000,190748,180
6302,befa9004,bea5930c,3f0b15b5,3f6ccccd,00000000,0,00000000,0,427579,416
6303,404c0443,3fb99a02,bfcadaba,3b449ba6,3f800000,1000,3f800000,1000,328997,307
6304,3fd6e4e2,3f30902e,403107c8,3f09fbe7,3f800000,1000,3f800000,1000,623577,614
6305,bfe985f0,beaf0f28,40d0e076,3f72f1aa,00000000,0,00000000,0,632619,622
6306,3ecd42c4,3f7d54ca,40fe29c7,3eef1aa0,3d47f6e0,49,3d46e000,49,193248,183
6307,bfbf1de7,3f122824,406245a2,3f251eb8,00000000,0,00000000,0,207957,198
6308,bf7811b2,be86978d,3fa7b15b,3f18d4fe,00000000,0,00000000,0,209998,198
6309,3f47674d,3f1f9724,c1147e28,3f024dd3,3f800000,1000,3f800000,1000,337164,322
6310,3e0f8b59,be208ce7,40ad020c,3f2f1aa0,00000000,0,00000000,0,225456,212
6311,bfd4970f,3e7b22d1,c0914952,3ef22d0e,3e8cb6a9,275,3e8ca000,275,201540,190
6312,bf89a9fc,3be21965,c085e426,3f789375,3ead69d6,339,3ead8000,339,196874,186
6313,3ff0efdd,3fb4dd98,4015930c,3f256042,3f800000,1000,3f800000,1000,193664,182
6314,c002a4a9,bf199c0f,40b7d220,3f6a7efa,00000000,0,00000000,0,189582,179
6315,4030b242,3fc7096c,400e1b09,3f410625,3f800000,1000,3f800000,1000,197165,186
6316,400f4acb,3f9b27bb,c07ad0e5,3f0f1aa0,3f800000,1000,3f800000,1000,191040,181
6317,3f3725c4,3f1123a3,bf25aee6,3f30624e,3f800000,1000,3f800000,1000,190748,181
6318,bfd7c6fc,bec6594b,40433333,3f6624dd,00000000,0,00000000,0,191332,181
6319,bfb568c7,3ed32b02,bff32618,3f5645a2,3ddd939c,108,3dddc000,108,191332,181
6320,3f2eb702,3fb2b924,40bdc5d6,3f2a7efa,3f800000,1000,3f800000,1000,190457,180
6321,c03db1d9,bf33b2ff,4011bda5,3f649ba6,00000000,0,00000000,0,190164,180
6322,bfdffe09,3e9bb4a2,c114e1b1,3d872b02,3f800000,1000,3f800000,1000,190748,181
6323,3e67c06e,3e8bc361,c0f12bd4,3e5f3b64,3f800000,1000,3f800000,1000,187832,178
6324,bf31bda5,3e150b0f,bf5d6a16,3eb126e9,00000000,0,00000000,0,188998,179
6325,3eaa42af,bf028f5c,403f4f0e,3f245a1d,00000000,0,00000000,0,255790,245
6326,bfda1577,be2ebb99,4097afb8,3e8dd2f2,00000000,0,00000000,0,209706,198
6327,bd8c88a4,3f94f7cf,c1081bda,3f7c6a7f,3f800000,1000,3f800000,1000,217873,205
6328,c061cd60,bf34bd3c,c0887efa,3e6b851f,00000000,0,00000000,0,224290,212
6329,bf8995ab,bc832ca5,41025b57,3ebe76c9,00000000,0,00000000,0,224582,212
6330,3f8f8a09,3e876fd2,40667525,3e591687,3f800000,1000,3f800000,1000,221956,210
6331,be0aab8a,3e4264c3,409e57a8,3ca3d70a,00000000,0,00000000,0,222831,212
6332,3ff77af6,3fb16595,3fd9bda5,3d83126f,3f800000,1000,3f800000,1000,223123,212
6333,c04ae148,bf1b5c29,c0d20831,3e981062,00000000,0,00000000,0,222831,210
6334,bf2f3776,3f86d1b7,411c9581,3f5d70a4,00000000,0,00000000,0,223123,211
6335,c02eb6ae,bedff488,c105a440,3e9a9fbe,3e413f50,189,3e414000,189,221664,210
6336,3fbf8812,3f507d56,c0f4be0e,3f2d4fdf,3f800000,1000,3f800000,1000,222832,210
6337,bff83afb,bef8c2f8,c076c227,3f11a9fc,00000000,0,00000000,0,223123,211
6338,c02158b8,3d3205bc,c0d605bc,3eeb851f,3d468adf,48,3d468000,48,221956,210
6339,c0069a80,3e386595,4104ce70,3e818937,00000000,0,00000000,0,222539,210
6340,3fe6bce8,3f9bdbf5,409d9168,3e3a5e35,3f800000,1000,3f800000,1000,227206,215
6341,3fbd6abe,3f9321ff,40f78fc5,3b83126f,3f800000,1000,3f800000,1000,224873,212
6342,bf21dbcb,3f7c3611,40f3b7e9,3e8fdf3b,00000000,0,00000000,0,225165,213
6343,bc9bf9c6,3cbc6a7f,c0ad2546,3f29374c,3f800000,1000,3f800000,1000,222248,210
6344,bf630165,bee1fa44,c0e5b22d,3e916873,3f65a661,897,3f65e000,898,224290,211
6345,beac6e6e,3e0398c8,408b652c,3be56042,00000000,0,00000000,0,247914,235
6346,bdca18bd,3e80902e,c09e6e98,3e818937,3f800000,1000,3f800000,1000,229540,217
6347,c03ef252,bf05e910,c0a2e7d5,3f004189,00000000,0,00000000,0,245290,233
6348,3f5db61c,3fa3bee0,41107803,3eac8b44,3f34a4d6,706,3f346000,705,237414,211
6349,c018b87c,bd3d14e4,409a3e42,3f08b439,00000000,0,00000000,0,229248,217
6350,bf7c56d6,bf26710d,40d122d1,3ef7ced9,00000000,0,00000000,0,239748,228
6351,3ebff2e5,bbc8b439,c0ec4dd3,3f67ae14,3f800000,1000,3f800000,1000,224873,212
6352,bfdeec18,bf11ad43,40833c36,3f560419,00000000,0,00000000,0,238289,226
6353,be4c2f83,3f218c7e,3fc2a993,3ec9ba5e,3e81ff50,254,3e81e000,254,225164,212
6354,3f72031d,3f728588,c085a92a,3f7df3b6,3f800000,1000,3f800000,1000,244123,232
6355,bf7f9db2,be5f62b7,4088a7f0,3d9fbe77,00000000,0,00000000,0,236831,223
6356,bef3bb84,bf2bd7dc,411939c1,3d50e560,00000000,0,00000000,0,371288,354
6357,bff9d346,befcbfb1,40e5ced9,3ee9fbe7,00000000,0,00000000,0,275914,260
6358,c013e76d,3d92bd3c,3f9c6dc6,3f200000,00000000,0,00000000,0,234790,221
6359,c015c52e,bef32e49,40a42752,3f641893,00000000,0,00000000,0,229539,217
6360,bf96e04c,3e831759,c0f8c986,3f05a1cb,3f800000,1000,3f800000,1000,213206,202
6361,3f81aaa4,3fa2dcc6,4000e219,3dc08312,3f800000,1000,3f800000,1000,197456,187
6362,bf48d4fe,bf2ab296,40a8a3d7,3f266666,00000000,0,00000000,0,198331,187
6363,3d853e2d,3f03bf48,3fa84b5e,3f4ac083,3ed2113b,410,3ed20000,410,197457,187
6364,3fb09b52,3f86b021,3f9a5e35,3eb43958,3f800000,1000,3f800000,1000,197748,187
6365,bf938e4c,3b9a6b51,c1049e1b,3f441893,3f800000,1000,3f800000,1000,198040,187
6366,c026ef0b,be896a16,bfedab9f,3e449ba6,00000000,0,00000000,0,197165,187
6367,3f7f583a,3f88bb99,c096703b,3e9b22d1,3f800000,1000,3f800000,1000,195998,185
6368,bdf18a87,3ef8bc6a,40f75c29,3ed6872b,00000000,0,00000000,0,229832,220
6369,3f3353f8,3f967b4a,c06e1ff3,3f4c49ba,3f800000,1000,3f800000,1000,200956,191
6370,3a4c78ea,bf0cd289,c08b2e49,3f0a3d71,3f5b9fbb,858,3f5ba000,858,198914,189
6371,405b1950,3fba1412,3fe9b08a,3e353f7d,3f800000,1000,3f800000,1000,305081,296
6372,3f2c01a3,3f6e6c22,c01727bb,3d5d2f1b,3f800000,1000,3f800000,1000,342997,334
6373,bf853997,3f59dbf5,4026fd22,3f224dd3,00000000,0,00000000,0,342997,335
6374,4039a21f,3fc6a29c,c1030e56,3e800000,3f800000,1000,3f800000,1000,342997,334
6375,bef1d68c,3ec01bda,bf97d220,3e624dd3,3eb6d855,357,3eb6e000,357,343580,334
6376,403ec669,3fc68fc5,c10ef2e5,3e7ef9db,3f800000,1000,3f800000,1000,345331,337
6377,bf3f0457,3f7a233a,40ba1e4f,3ef1a9fc,00000000,0,00000000,0,341830,333
6378,3d992642,3e732ca5,c0a79e84,3f6e147b,3f800000,1000,3f800000,1000,343289,335
6379,bf28e219,3dc4538f,c009205c,3f620c4a,3e8033af,250,3e804000,250,349122,341
6380,4015800a,3fc114e4,bf9e3f14,3dc6a7f0,3f800000,1000,3f800000,1000,345914,337
6381,3b9f40a3,3ea3cb92,c0de49ba,3f651eb8,3f800000,1000,3f800000,1000,342705,334
6382,40163c21,3f929fbe,c0144189,3f147ae1,3f800000,1000,3f800000,1000,404246,393
6383,3d4e8534,3e911340,c109de01,3f6e978d,3f800000,1000,3f800000,1000,377413,366
6384,3f37b4a2,3f6fbe77,c0eccbfb,3f1eb852,3f800000,1000,3f800000,1000,377997,366
6385,bf304ab6,3e3e00d2,40d0a993,3e88b439,00000000,0,00000000,0,378872,368
6386,bfee1284,3daf6fd2,40772618,3e8fdf3b,00000000,0,00000000,0,383829,372
6387,be7e32a0,3f93f8a1,c0f5db23,3d3c6a7f,3f800000,1000,3f800000,1000,375080,365
6388,40031ceb,3f9f8b44,c0e9089a,3f53f7cf,3f800000,1000,3f800000,1000,368955,359
6389,bfed460b,3ec004ea,410f30be,3f347ae1,00000000,0,00000000,0,391704,380
6390,3febdd98,3f664ea5,bf39f55a,3ecac083,3f800000,1000,3f800000,1000,508662,494
6391,3f3e76c9,3fce8d50,409f8ef3,3eb53f7d,3f800000,1000,3f800000,1000,370413,356
6392,be046c76,bf323a2a,3fe3f7cf,3f0bc6a8,00000000,0,00000000,0,384705,373
6393,bf9a1ea3,be356d5d,40513405,3f410625,00000000,0,00000000,0,372454,361
6394,bdc801f7,bf288588,3fb51eb8,3ec9ba5e,00000000,0,00000000,0,368372,358
6395,3ebe8e61,3e54e3bd,402d7f63,3f6b4396,3e96fac6,295,3e96c000,294,370996,361
6396,bfb54802,bf16b50b,c01caf4f,3ef43958,00000000,0,00000000,0,376830,366
6397,3e785c68,be83923a,40a5cc64,3f3d2f1b,00000000,0,00000000,0,375955,366
6398,bf9d9557,3ef3404f,c101fd22,3ec8b439,3f800000,1000,3f800000,1000,368080,358
6399,bfd46f15,3eeda512,c03dab9f,3e0e5604,3e1efd43,155,3e1f2000,155,387330,376
6400,bfdc6003,3edabee0,c001c433,3e29fbe7,00000000,0,00000000,0,391704,380
6401,c007cf2d,be90e8a7,4034ea4b,3e9b22d1,00000000,0,00000000,0,395788,383
6402,3ff5182b,3f0269ad,40dae704,3cbc6a7f,3f800000,1000,3f800000,1000,390246,379
6403,bf1fca43,3d3205bc,bf6e2eb2,3f5c28f6,3a029e80,0,3a0e2000,1,392872,381
6404,3f2b313c,3f527c85,40d4d9e8,3f0b020c,3ef90172,486,3ef8c000,486,391996,380
6405,3f04c2f8,3f45eab3,4115c0ec,3f7eb852,00000000,0,00000000,0,393747,381
6406,3f1182aa,3fbebf48,40ffcc64,3ee978d5,3f34f3cf,707,3f34e000,707,393747,382
6407,3e897397,3ef72e49,3f9c01a3,3e92f1aa,3f1ce137,613,3f1ce000,613,390830,379
6408,c04ec02f,bef77176,bec3126f,3f25a1cb,00000000,0,00000000,0,393455,381
6409,be335d25,3fabc083,c1039446,3f353f7d,3f800000,1000,3f800000,1000,394329,382
6410,be94fb55,3f28daba,40f3381d,3f000000,00000000,0,00000000,0,394913,383
6411,3f99320e,3f9ea162,c049096c,3f760419,3f800000,1000,3f800000,1000,393163,381
6412,3efb4f61,3fbbff2e,3fd2de01,3e2d0e56,3f800000,1000,3f800000,1000,391121,379
6413,bf259360,3e4f65fe,405f86c2,3e041893,00000000,0,00000000,0,394038,382
6414,bfe00b24,3e86a993,40d0161e,3f2bc6a8,00000000,0,00000000,0,402496,390
6415,3f2fa82f,3eca703b,400489a0,3f2b851f,3f764bd8,962,3f764000,962,392288,380
6416,bfe551d7,bf0e1d7e,3effbe77,3f4ccccd,00000000,0,00000000,0,391413,379
6417,bf9fd417,3dc1c433,40803bcd,3f0f9db2,00000000,0,00000000,0,393454,381
6418,403faf10,3fbaff97,403c8b44,3f5f3b64,3f800000,1000,3f800000,1000,391997,381
6419,bff84ea5,bdaf7660,40c496bc,3e3c6a7f,00000000,0,00000000,0,391413,379
6420,3f38d4fe,3f37b717,409d7e91,3e158106,3f3bb0de,733,3f3ba000,733,392871,380
6421,bdc58256,3f442268,c10857a8,3eb9db23,3f800000,1000,3f800000,1000,392288,380
6422,3f67de94,3c947ae1,be85a1cb,3e5e353f,3f800000,1000,3f800000,1000,417954,406
6423,c042ea21,bf03aee6,4084b780,3f26a7f0,00000000,0,00000000,0,397247,385
6424,c03ccd75,bf29d8ae,bf8df3b6,3f33f7cf,00000000,0,00000000,0,393455,383
6425,bf5967cb,3e12e48f,4018e704,3f2353f8,00000000,0,00000000,0,392872,381
6426,c03e73d6,bf37d70a,41155e9e,3f1eb852,00000000,0,00000000,0,394038,382
6427,bd31c433,bf0723a3,c0a23afb,3f581062,3f7ec871,995,3f7ee000,996,390829,379
6428,bf7ff823,3f5934d7,4056bb99,3e189375,00000000,0,00000000,0,391122,380
6429,c052defc,bef58937,c03dfbe7,3e46a7f0,00000000,0,00000000,0,392580,381
6430,3f7bbadc,3f8706f7,3f7e1b09,3ef126e9,3f800000,1000,3f800000,1000,394330,382
6431,c0605db7,bf209ba6,bf63fe5d,3f1020c5,00000000,0,00000000,0,394037,383
6432,3ff6b65b,3fae56d6,40d77732,3f70624e,3f800000,1000,3f800000,1000,394330,383
6433,3e8a42af,be9327bb,40211b71,3f7e353f,3c8d36b0,17,3c8b0000,17,392288,380
6434,3ee08d8f,beda6cf4,c09f7247,3f347ae1,3f800000,1000,3f800000,1000,391413,379
6435,3c983516,3f77d70a,c0a05048,3dfbe76d,3f800000,1000,3f800000,1000,392288,380
6436,bf46e829,3ea73333,403a3055,3df3b646,00000000,0,00000000,0,392872,382
6437,c0115cfb,bef60419,c05a2d0e,3ee3d70a,00000000,0,00000000,0,394913,383
6438,3fa75d79,3f81a57a,40c5b717,3f439581,3f800000,1000,3f800000,1000,657702,640
6439,c01477ee,bef264c3,4081b2ff,3ebe76c9,00000000,0,00000000,0,599953,580
6440,3f1a64c3,3f9e5604,40f1b8bb,3f60c49c,3f253bf0,645,3f252000,645,442746,427
6441,3f425d8d,3f7b0f28,410f793e,3f1f3b64,3eacef62,338,3eac6000,337,405121,391
6442,3e7c408e,3ec0cccd,c06ded29,3f66a7f0,3f800000,1000,3f800000,1000,399871,387
6443,400b9d0a,3f88837b,c1161d15,3f0ed917,3f800000,1000,3f800000,1000,396080,384
6444,3eef0d84,3f29a92a,c0be9d49,3f24dd2f,3f800000,1000,3f800000,1000,368955,357
6445,bf56f007,3f3692a3,bf2d4fdf,3f560419,3ee52104,448,3ee52000,448,426996,415
6446,bf0af4f1,bf35c77a,4106b5dd,3ec41893,00000000,0,00000000,0,393162,381
6447,bff61523,beb67a10,c07a233a,3f220c4a,00000000,0,00000000,0,379747,368
6448,bf0b9629,3efdd495,c0483fe6,3eca3d71,3f4bd795,796,3f4be000,796,379163,369
6449,3f994467,3dee2824,408ea3d7,3f71a9fc,3f792c0f,973,3f790000,973,377996,367
6450,3fa9f751,3fcfd289,c119fd8b,3ea2d0e5,3f800000,1000,3f800000,1000,384413,372
6451,3f8f9bbb,3faba858,40c40419,3f6f5c29,3f800000,1000,3f800000,1000,381788,370
6452,c04e771d,bee489a0,40ff0481,3f37ced9,00000000,0,00000000,0,372455,362
6453,bf627675,bf377247,410ca787,3ed1eb85,00000000,0,00000000,0,359330,350
6454,bdbc408e,bd53c361,c0ebf141,3f743958,3f800000,1000,3f800000,1000,361371,351
6455,c026dbb6,bef94af5,409b9a6b,3e1ba5e3,00000000,0,00000000,0,360497,350
6456,befc169c,3f9aeb85,40e6b50b,3c449ba6,00000000,0,00000000,0,359913,350
6457,c00eef0b,bea1fa44,c0976113,3d0b4396,00000000,0,00000000,0,360789,351
6458,bf16c8b4,3ea4985f,c0354fdf,3f24dd2f,3f16d3af,589,3f16e000,589,359622,350
6459,400dad97,3f933a93,40061cac,3c1374bc,3f800000,1000,3f800000,1000,359330,349
6460,be1d3ed5,3d4ccccd,4118fb16,3f32f1aa,00000000,0,00000000,0,360497,351
6461,bf98dd83,3ea1a1cb,3fa45a1d,3efb645a,00000000,0,00000000,0,359621,350
6462,3fc91926,3fc6816f,3f6b923a,3f69fbe7,3f800000,1000,3f800000,1000,387913,374
6463,bfbb6263,bf378106,40711687,3eef9db2,00000000,0,00000000,0,399871,388
6464,3eae7818,3fc0bd3c,bf297247,3f045a1d,3f800000,1000,3f800000,1000,414163,399
6465,bcb295ea,3f7ca4a9,3ed1d14e,3f6a3d71,3f6a3fb7,915,3f6a4000,915,404830,392
6466,3f6badc1,3f0432ca,c0c884b6,3f66a7f0,3f800000,1000,3f800000,1000,380913,369
6467,c0156723,3c449ba6,bf5f4880,3f4ac083,00000000,0,00000000,0,376247,365
6468,3fbc47c3,3fa938ef,4103126f,3f3ba5e3,3f800000,1000,3f800000,1000,377996,367
6469,3fcadea9,3ee34a23,40049375,3f153f7d,3f800000,1000,3f800000,1000,381497,371
6470,bf92af79,3e086f69,c0ebf8a1,3f4ccccd,3f796939,974,3f79a000,975,382955,373
6471,40308755,3fc07f63,4084bd3c,3f1be76d,3f800000,1000,3f800000,1000,385872,375
6472,3f547ae1,3ec0ea4b,407c49ba,3eaf1aa0,3f43437f,763,3f434000,763,376538,366
6473,c0103dee,be904b5e,c0d6f1aa,3e86a7f0,3e038dab,128,3e042000,129,379455,369
6474,bf2bc558,3f4158e2,410f161e,3e9cac08,00000000,0,00000000,0,385871,374
6475,c007dc9c,bcab6ae8,409db7e9,3f610625,00000000,0,00000000,0,384997,374
6476,be9ca6ca,3f66db8c,40499e84,3f1cac08,3e30ebda,173,3e30c000,173,385579,375
6477,bfa5fc3b,3ea54952,41126042,3f7df3b6,00000000,0,00000000,0,377413,366
6478,be40346e,3f2e5a1d,bf91eb85,3f76872b,3f5731f9,841,3f572000,840,380622,370
6479,bf80a138,bf0c809d,40d0f9db,3f12b021,00000000,0,00000000,0,389955,378
6480,bfd9c23b,bd8fcb92,c072e48f,3f4e978d,00000000,0,00000000,0,401621,390
6481,bf9fdd44,3e10be0e,c0acbee0,3f7126e9,3f16b10c,589,3f16c000,589,238789,227
6482,bfc1ab4b,bf1130be,c0b6d917,3e343958,3e9e83e8,310,3e9ee000,310,233331,221
6483,3f1d3459,3f82bf48,3fe6dc5d,3f004189,3f800000,1000,3f800000,1000,229540,218
6484,bf892ad8,bebc5d64,40690cb3,3f5f3b64,00000000,0,00000000,0,226914,215
6485,bf9218bd,bf382c3d,bfac4d01,3f52f1aa,00000000,0,00000000,0,226332,214
6486,3da324c8,3f341ff3,bf9bfb16,3ef0a3d7,3f800000,1000,3f800000,1000,356121,344
6487,3fab0165,3f608588,bfba36e3,3ebe76c9,3f800000,1000,3f800000,1000,353497,341
6488,3f0e19b9,3f33089a,3f9cfdf4,3e83126f,3f800000,1000,3f800000,1000,354664,343
6489,3fc2a066,3f13923a,410a3eab,3f1cac08,3f800000,1000,3f800000,1000,228664,216
6490,3f67b203,3fb9e704,c0de91d1,3e851eb8,3f800000,1000,3f800000,1000,229539,217
6491,4027b3fa,3f64cf42,bf55e354,3f1eb852,3f800000,1000,3f800000,1000,227206,216
6492,401d5d4f,3f99e282,c0032474,3f18d4fe,3f800000,1000,3f800000,1000,228665,217
6493,4015bda5,3f4c8241,3f8fec57,3f589375,3f800000,1000,3f800000,1000,233039,222
6494,bff74342,beaa2681,40e2b852,3f774bc7,00000000,0,00000000,0,254331,241
6495,3e1e98dd,bf0e91d1,c0d7bc02,3f1b645a,3f800000,1000,3f800000,1000,378872,366
6496,402aacda,3fca793e,c0bf42c4,3f6c0831,3f800000,1000,3f800000,1000,438954,426
6497,be083ba3,3f5b46dc,410a7176,3f7a1cac,00000000,0,00000000,0,440705,427
6498,3f2f45e1,be9ecbfb,3e9460aa,3ecf5c29,3f65fd25,898,3f65e000,898,426705,414
6499,bf8ffac2,be39652c,40ce1893,3e9d2f1b,00000000,0,00000000,0,438370,425
6500,3f930404,3f6fb22d,4088fc50,3e70a3d7,3f800000,1000,3f800000,1000,429037,415
6501,bd134acb,be664c30,be35c28f,3f445a1d,3de2a6f4,111,3de2a000,111,463163,449
6502,40026ba5,3fafaee6,c1012d77,3f2b020c,3f800000,1000,3f800000,1000,555911,539
6503,be552d23,3f6974bc,40703127,3f400000,3e0b6161,136,3e0b2000,136,401038,386
6504,bfb687d3,bdc95183,c0093dd9,3d75c28f,00000000,0,00000000,0,431079,418
6505,c0013405,be384b5e,3f1e76c9,3f09fbe7,00000000,0,00000000,0,420871,409
6506,3fd590c1,3f16a4a9,c0c90cb3,3f272b02,3f800000,1000,3f800000,1000,414455,403
6507,bf850332,3f1ef007,407a7525,3f7c28f6,00000000,0,00000000,0,413288,402
6508,befbb59e,bf1ec083,40aa9a02,3cb43958,00000000,0,00000000,0,411537,401
6509,3fa2aed1,3d9cd9e8,c0761965,3f74bc6a,3f800000,1000,3f800000,1000,371871,360
6510,3eaa42af,be99ad43,c0d7f7cf,3f64dd2f,3f800000,1000,3f800000,1000,405996,395
6511,404232a0,3fc95a1d,c08ba0f9,3ec49ba6,3f800000,1000,3f800000,1000,390621,381
6512,be6b0c89,3f5864c3,40f252bd,3d5d2f1b,00000000,0,00000000,0,359621,350
6513,bfe892cd,be0dd639,bf004189,3f1a9fbe,00000000,0,00000000,0,359621,350
6514,bf35c52e,3f706cf4,4103afb8,3a83126f,00000000,0,00000000,0,359038,349
6515,be327137,bf24978d,41022ca5,3f34fdf4,00000000,0,00000000,0,362247,353
6516,3f8383cf,3ec753f8,4104d14e,3da1cac1,3e610e50,220,3e5fa000,218,358164,348
6517,bfb05293,bf12809d,3f01d7dc,3f14fdf4,00000000,0,00000000,0,359622,350
6518,bf6feef6,3d62339c,4103617c,3c449ba6,00000000,0,00000000,0,367497,357
6519,3f111dbd,3ee63a2a,406cadac,3ee2d0e5,3f0a4e3a,540,3f0a4000,540,423205,411
6520,3ff9ffd6,3f8471de,c0923055,3ee872b0,3f800000,1000,3f800000,1000,402788,390
6521,bfa4a0e4,3eace076,c0e0b0f2,3f2872b0,3f800000,1000,3f800000,1000,412996,400
6522,402f1f8a,3fcccd9f,bea0aa65,3f49374c,3f800000,1000,3f800000,1000,399288,387
6523,3f0f3e03,3fb4de01,40d06dc6,3efef9db,3f6581d3,897,3f658000,896,380330,369
6524,3f4923a3,3fc8624e,c088de01,3e3126e9,3f800000,1000,3f800000,1000,380330,369
6525,bf821230,befc3fe6,c116d014,3f7f7cee,3f800000,1000,3f800000,1000,382372,371
6526,bf31f601,3e70ef35,c0a2c63f,3efbe76d,3f595711,849,3f596000,849,383829,373
6527,3f3bd7b2,3fbcbf48,411d52bd,3efc6a7f,3f149719,580,3f144000,579,387330,376
6528,bf9445cc,bd7be76d,40a8e704,3f0d9168,00000000,0,00000000,0,380038,369
6529,405c068e,3fcb2eb2,c0f63f14,3f58d4fe,3f800000,1000,3f800000,1000,379163,368
6530,3f888d8f,3f55eab3,403484b6,3f08f5c3,3f800000,1000,3f800000,1000,385871,375
6531,bee6fbd2,3f5b5e9e,40cefdf4,3efc6a7f,00000000,0,00000000,0,386163,375
6532,bf03a14d,3f860481,c0e1645a,3f1374bc,3f800000,1000,3f800000,1000,385579,375
6533,bd371759,3f6ee219,bfc6b1c4,3f181062,3f800000,1000,3f800000,1000,377121,366
6534,3f66b3bc,3d77dbf5,c11a8659,3ec00000,3f800000,1000,3f800000,1000,380913,370
6535,403c1c82,3fc642c4,c081837b,3f30624e,3f800000,1000,3f800000,1000,381496,370
6536,bf83b060,3f08faad,41133d08,3eddb22d,00000000,0,00000000,0,388204,376
6537,3ed84f4c,3f695cfb,c0f6cccd,3def9db2,3f800000,1000,3f800000,1000,391705,380
6538,3f9b48d4,3f9f1a37,c0d5a9fc,3deb851f,3f800000,1000,3f800000,1000,391413,379
6539,3faac1d3,3f935810,4021eecc,3da1cac1,3f800000,1000,3f800000,1000,393163,380
6540,3f9f7e3d,3e910e56,40178034,3eb1a9fc,3f800000,1000,3f800000,1000,391996,380
6541,4015c8c9,3f7404ea,be600d1b,3f71eb85,3f800000,1000,3f800000,1000,390538,378
6542,40243fe6,3f9f09d5,c0f2068e,3ed81062,3f800000,1000,3f800000,1000,391996,380
6543,bff6c765,3e9d6873,3e773190,3ee04189,00000000,0,00000000,0,401329,389
